LOC,GENO,TAXA,range,row,BLOCK,Y,M,h1,h2,h3,h4
13EF,PRE0621,NSL51265,16,8,8,8.322105263,0.634674923,0.175,1.7,3.4,4.1
13EF,PRE0338,PI570878,16,9,8,6.32145,0.716836735,0.2,1.7,2.9,3.2
13EF,PRE0308,NSL51234,16,10,8,10.78897411,0.770089286,0.175,1.1,2.8,3.4
13EF,PRE0431,NSL55460,16,11,8,5.918987448,0.759414226,0.15,1.1,2.6,3.4
13EF,PRE0910,NSL55627,16,12,8,7.960344444,0.743055556,0.175,1.55,3,3.6
13EF,PRE0339,PI570916,16,2,7,6.869512548,0.80418251,0.25,1.35,2.4,3
13EF,PRE0135,PI276786,16,3,7,9.614839631,0.702764977,0.25,1.95,3.9,5.1
13EF,PRE0199,PI248317,17,1,9,5.13092381,0.738095238,0.15,1.05,2,2.4
13EF,PRE1184,PI329686,17,4,9,6.360053691,0.825503356,0.15,1.3,2.6,3
13EF,PRE0694,NSL51833,17,5,9,8.789687234,0.688829787,0.25,1.8,3,3.4
13EF,PRE0223,PI563508,17,6,9,8.042538947,0.589473684,0.175,1.9,3,3
13EF,PRE1022,PI329902,17,7,10,8.036828019,0.736714976,0.175,1.1,2.8,2.8
13EF,PRE0368,NSL54318,17,8,10,4.709918919,0.808558559,0.175,0.95,2.15,2.8
13EF,PRE1074,PI660631,17,9,10,6.213851357,0.709812109,0.125,0.85,1.3,1.5
13EF,Pacesetter,commercial hybrid,17,10,10,12.2326969,0.701670644,0.25,1.6,3.1,3.2
13EF,PRE0322,PI660580,17,11,10,5.899098266,0.845857418,0.175,0.75,2.4,3.9
13EF,PRE0054,PI152654,17,12,10,10.47989257,0.738609113,0.15,1.3,2.6,3.2
13EF,PRE0835,NSL54832,17,2,9,13.10496,0.605970149,0.225,1.8,3.9,4.3
13EF,PRE1246,PI660620,17,3,9,11.42669262,0.774049217,0.15,1.1,2.5,3.1
13EF,PRE0451,NSL54662,18,1,9,4.119689516,0.768145161,0.15,1.05,2.6,3.1
13EF,PRE0250,NSL50409,18,4,9,9.995163077,0.764102564,0.1,1,2.6,3.1
13EF,PRE0167,PI276830,18,5,9,10.63066667,0.756944444,0.2,1.6,3.4,3.9
13EF,PRE1084,NSL365707,18,6,9,5.756719212,0.844006568,0.175,0.85,1.8,2.3
13EF,PRE1031,PI330165,18,7,10,16.41944334,0.663185379,0.25,1.7,3.4,4.2
13EF,PRE0499,NSL67918,18,8,10,10.0103662,0.755868545,0.2,1.55,2.9,3.8
13EF,PRE0464,NSL55698,18,9,10,10.26842,0.714705882,0.225,1.6,2.9,3.6
13EF,PRE0956,NSL50964,18,10,10,6.637011086,0.800443459,0.15,0.85,1.7,2
13EF,PRE0546,NSL50620,18,11,10,7.713131068,0.817961165,0.175,0.95,2,2.6
13EF,PRE0196,PI248313,18,12,10,12.30490407,0.590785908,0.175,1.7,3.5,4
13EF,PRE1329,NSL365759,18,2,9,5.841891724,0.80862069,0.15,0.9,2,2.7
13EF,PRE1118,NSL51958,18,3,9,8.2008,0.795454545,0.225,1.2,2.2,2.7
13EF,PRE0229,PI562715,19,1,9,3.150425532,0.734042553,0.15,0.95,1.4,1.8
13EF,PRE0559,NSL51693,19,4,9,10.97935484,0.759013283,0.225,1.5,3.1,3.6
13EF,PRE0134,PI276785,19,5,9,6.439842239,0.743002545,0.175,1.55,2.7,2.7
13EF,PRE0058,PI152705,19,6,9,NA,NA,0.25,1.4,2.8,3.3
13EF,PRE0712,NSL51905,19,7,10,11.20776,0.717241379,0.175,1.6,3.2,3.9
13EF,PRE0958,NSL55523,19,8,10,6.464594595,0.594594595,0.125,1.3,3.2,4.2
13EF,PRE0109,PI257598,19,9,10,9.796716763,0.653179191,0.175,1.8,3.7,4
13EF,PRE1439,PI522129,19,10,10,7.005873054,0.679640719,0.15,1.1,2.1,2.3
13EF,PRE0317,PI660571,19,11,10,4.019478345,0.819951338,0.075,0.75,2.4,2.6
13EF,PRE0354,NSL51978,19,12,10,15.36563569,0.652307692,0.15,1.15,2.4,2.6
13EF,PRE0075,PI153852,19,2,9,7.23666722,0.817427386,0.15,1,1.7,2.3
13EF,PRE0609,NSL51085,19,3,9,8.161933649,0.668246445,0.15,0.95,3,4
13EF,PRE0179,PI276851,20,1,9,3.03962566,0.803773585,0.15,1.2,2.7,2.8
13EF,PRE0068,PI153800,20,4,9,4.802177861,0.801125704,0.125,0.85,2.2,3
13EF,PRE0055,PI152662,20,5,9,10.49036345,0.573604061,0.125,2,2.6,3.7
13EF,Pacesetter,commercial hybrid,20,6,9,8.846379923,0.818532819,0.2,1.6,3.1,3.6
13EF,PRE0445,NSL54894,20,7,10,9.309016216,0.675675676,0.15,1.2,2.8,3.3
13EF,PRE1166,PI330894,20,8,10,6.29980593,0.757412399,0.15,1.05,2.2,2.8
13EF,PRE1338,NSL360526,20,9,10,6.098030769,0.74260355,0.075,0.8,1.7,2.2
13EF,PRE1047,PI329311,20,10,10,5.353772614,0.800829876,0.175,1.1,2.1,3.4
13EF,PRE0543,PI647716,20,11,10,5.066222343,0.790190736,0.125,0.9,1.5,1.8
13EF,PRE0530,NSL50740,20,12,10,9.598129897,0.68556701,0.15,0.95,1.8,2.1
13EF,PRE0183,PI277167,20,2,9,5.605260606,0.648484848,0.175,1.1,2.3,2.8
13EF,PRE0568,PI267542,20,3,9,6.608558178,0.766045549,0.14,1.05,2.1,2.7
13EF,PRE0692,NSL51825,21,1,11,5.946055684,0.709976798,0.15,1.2,1.9,2
13EF,PRE0919,NSL55671,21,4,11,9.90265214,0.714007782,0.175,1.55,3.3,3.9
13EF,PRE1033,PI330174,21,5,11,8.532145455,0.73989899,0.2,1.2,2.6,3.5
13EF,PRE0337,PI562944,21,6,11,7.29071122,0.802439024,0.125,0.75,1.8,2.4
13EF,PRE1109,NSL51356,21,7,12,6.385537337,0.681462141,0.075,0.65,1.3,1.7
13EF,PRE0115,PI267369,21,8,12,6.880882322,0.720316623,0.125,1.25,2.9,3.6
13EF,PRE1293,NSL365735,21,9,12,7.07257918,0.58044164,0.1,1,1.7,2.1
13EF,PRE0100,PI221657,21,10,12,8.759945455,0.786363636,0.15,1,1.8,2.5
13EF,PRE1506,NSL360555,21,11,12,4.782336617,0.877944325,0.15,0.75,1.6,2.1
13EF,PRE0123,PI276769,21,12,12,9.472953971,0.83095723,0.2,1,2.9,3.7
13EF,Pacesetter,commercial hybrid,21,2,11,11.0751,0.720588235,0.175,1.5,2.6,2.9
13EF,PRE0553,PI660566,21,3,11,7.926787589,0.677804296,0.15,1.15,2,2.5
13EF,PRE0417,PI647745,22,1,11,3.514628571,0.714285714,0.125,0.65,1.3,1.4
13EF,PRE0245,NSL54892,22,4,11,5.052678689,0.74795082,0.075,1.15,2.5,3.1
13EF,PRE0525,NSL50688,22,5,11,7.132134562,0.801843318,0.15,0.9,1.8,2.2
13EF,PRE1337,NSL365766,22,6,11,5.882224936,0.781170483,0.15,0.95,2.2,2.5
13EF,PRE0307,NSL55843,22,7,12,7.443401274,0.713375796,0.15,1.2,2.5,3.2
13EF,PRE0399,PI660594,22,8,12,5.774056555,0.850899743,0.15,0.85,1.8,2.4
13EF,PRE0092,PI197242,22,9,12,8.820044082,0.810204082,0.15,1.1,3,3.5
13EF,PRE0502,PI570858,22,10,12,8.741276231,0.725910064,0.15,1.25,2.9,3.6
13EF,PRE0593,PI267580,22,11,12,5.952193548,0.838709677,0.125,0.85,2.5,3.3
13EF,PRE0701,PI570764,22,12,12,7.990181995,0.742092457,0.125,1.2,2.4,2.4
13EF,PRE0306,NSL51200,22,2,11,3.817857364,0.821705426,0.15,0.65,1.9,2.6
13EF,PRE0062,PI152730,22,3,11,5.30104,0.831372549,0.15,0.95,1.7,2.1
13EF,PRE0297,NSL50634,23,1,11,3.936434066,0.766483516,0.175,1.05,1.6,1.8
13EF,PRE1222,NSL54490,23,4,11,5.927057944,0.837383178,0.1,0.75,1.6,2.1
13EF,PRE1125,NSL50971,23,5,11,6.427681236,0.816777042,0.15,0.95,1.9,2.2
13EF,PRE1088,NSL55458,23,6,11,11.78128,0.630588235,0.175,1.65,3.1,3.9
13EF,PRE1237,NSL56134,23,7,12,12.7372043,0.650537634,0.2,1.25,2.8,3
13EF,PRE0808,PI267366,23,8,12,4.098998154,0.735384615,0.125,1.3,2.6,3.2
13EF,PRE0480,NSL55734,23,9,12,5.223811038,0.766004415,0.125,1,2.1,2.7
13EF,PRE0124,PI276770,23,10,12,7.495909434,0.828616352,0.1,0.85,2.2,2.6
13EF,PRE0132,PI276783,23,11,12,7.738366,0.785,0.125,1,2.8,3.5
13EF,PRE0030,PI148097,23,12,12,8.537391029,0.720316623,0.075,1,2.2,2.7
13EF,PRE0227,PI152589,23,2,11,8.940397357,0.667400881,0.175,1.8,3.7,3.8
13EF,PRE0139,PI276790,23,3,11,10.72668559,0.744086022,0.125,1.25,3,3.9
13EF,PRE0575,PI586792,24,1,11,6.918637154,0.776679842,0.2,1.25,2.1,2.4
13EF,PRE1076,PI660632,24,4,11,4.386520788,0.781181619,0.15,0.95,2,2.15
13EF,PRE0913,PI571020,24,5,11,4.928503145,0.748427673,0.15,1.05,2.2,2.4
13EF,PRE1083,NSL365706,24,6,11,4.854285202,0.838565022,0.175,0.9,1.7,2.2
13EF,PRE0275,PI651116,24,7,12,12.76665081,0.610810811,0.175,1.1,2.2,2.6
13EF,Pacesetter,commercial hybrid,24,8,12,7.827022041,0.751020408,0.2,1.5,2.6,3
13EF,PRE0839,NSL55023,24,9,12,5.703273608,0.772397094,0.15,1.05,2.8,4
13EF,Tchinlouol,PI506030,24,10,12,5.153846154,0.773755656,0.125,0.95,1.9,2.2
13EF,PRE1067,NSL365693,24,11,12,2.51842506,0.821686747,0.125,0.8,1.6,1.9
13EF,PRE0157,PI276818,24,12,12,12.25219954,0.741418764,0.15,1.4,2.9,3.3
13EF,PRE0485,NSL55714,24,2,11,8.808266667,0.666666667,0.225,1.85,3.1,4.2
13EF,PRE0581,NSL55032,24,3,11,9.175118388,0.690176322,0.175,1.8,3.5,4
13EF,PRE1049,PI329597,25,1,13,12.95928889,0.676767677,0.225,1.85,3.8,4.2
13EF,PRE0201,PI248328,25,4,13,10.34187104,0.755919854,0.2,1.5,3.3,4
13EF,PRE0048,PI152591,25,5,13,11.07909186,0.776902887,0.2,1.35,2.2,2.7
13EF,PRE1038,PI330886,25,6,13,12.14588182,0.768181818,0.225,1.35,2.4,3.2
13EF,PRE0991,PI330981,25,7,14,6.520468817,0.674731183,0.15,1.2,2.5,3.3
13EF,PRE0999,PI329323,25,8,14,4.849371429,0.863539446,0.125,0.45,1.8,2.4
13EF,PRE0010,PI147919,25,9,14,4.4086,0.815686275,0.1,0.55,2.2,3.1
13EF,PRE0029,PI148093,25,10,14,9.578212978,0.778702163,0.125,1.2,3,3.4
13EF,PRE1442,PI525049,25,11,14,5.634004372,0.800546448,0.125,1,2.7,2.7
13EF,PRE0295,NSL50601,25,12,14,3.072476033,0.801652893,0.1,0.75,1.3,1.6
13EF,PRE0370,PI660595,25,2,13,14.28446105,0.74715262,0.2,1.75,3.1,3.5
13EF,PRE0003,PI147828,25,3,13,12.22127018,0.796783626,0.225,1.8,3.5,4.1
13EF,PRE0069,PI153824,26,1,13,5.706989474,0.801169591,0.225,1.3,2.3,2.7
13EF,PRE0041,PI148114,26,4,13,12.23353663,0.762376238,0.225,1.95,3.7,4.2
13EF,PRE0268,PI570712,26,5,13,8.151482474,0.847079038,0.25,1.65,2.7,3.4
13EF,PRE0200,PI248318,26,6,13,6.883764218,0.787193974,0.2,1.55,2.7,3.3
13EF,PRE0272,PI651168,26,7,14,9.779947484,0.761487965,0.25,1.3,2.7,3.2
13EF,PRE0947,PI185458,26,8,14,3.002219653,0.780346821,0.125,1.05,1.8,2.3
13EF,PRE0293,NSL50748,26,9,14,6.60831907,0.811627907,0.1,0.75,1.7,1.8
13EF,PRE0705,NSL102169,26,10,14,7.809177872,0.676595745,0.1,1.15,2.2,2.7
13EF,Pacesetter,commercial hybrid,26,11,14,4.372908411,0.753894081,0.1,0.95,2.7,3.3
13EF,PRE0285,PI282857,26,12,14,4.045434853,0.815013405,0.125,0.7,1.5,1.9
13EF,PRE0331,PI221662,26,2,13,6.797059459,0.792792793,0.25,1.45,2.6,3
13EF,PRE0051,PI152611,26,3,13,9.627261905,0.702380952,0.15,1.35,2.4,2.9
13EF,PRE0397,NSL54220,27,1,13,10.4848612,0.762749446,0.225,1.45,2.2,2.5
13EF,Pacesetter,commercial hybrid,27,4,13,18.04724548,0.719063545,0.3,1.9,3.4,3.5
13EF,PRE0387,NSL54114,27,5,13,7.006022883,0.80778032,0.25,1.3,2.6,2.9
13EF,PRE0452,NSL54591,27,6,13,12.95008485,0.70995671,0.225,1.8,3.3,3.9
13EF,PRE0565,NSL51992,27,7,14,6.670507177,0.827751196,0.225,1.45,2.7,3.1
13EF,PRE0369,NSL54141,27,8,14,6.893633508,0.777486911,0.15,0.95,1.9,2.3
13EF,PRE0605,PI563028,27,9,14,3.79479177,0.637860082,0.1,1,2.8,3.4
13EF,PRE0309,PI152594,27,10,14,3.362659084,0.769352291,0.075,0.5,1.7,2.8
13EF,PRE0891,NSL55048,27,11,14,9.224648352,0.631868132,0.1,1,2.6,3.3
13EF,PRE0970,PI297117,27,12,14,5.714637931,0.790948276,0.075,0.8,1.6,1.8
13EF,PRE0237,PI570719,27,2,13,12.15394807,0.693370166,0.275,1.9,2.7,2.7
13EF,PRE0498,NSL55743,27,3,13,10.43132431,0.773308958,0.175,1.55,2.9,3.3
13EF,PRE0282,PI563023,28,1,13,6.968992593,0.740740741,0.2,1.45,2.4,2.4
13EF,PRE0423,PI152750,28,4,13,5.637211129,0.779050736,0.15,1.5,2.6,2.6
13EF,PRE0398,NSL54111,28,5,13,9.861262599,0.787798408,0.225,1.55,2.6,3
13EF,PRE0437,NSL54705,28,6,13,8.588736634,0.722772277,0.15,1.15,3.4,4.1
13EF,PRE0537,NSL50716,28,7,14,7.63910137,0.800391389,0.15,1.25,1.9,2.6
13EF,PRE1155,PI330095,28,8,14,6.472782609,0.74168798,0.175,1.75,3.4,4.4
13EF,PRE0372,PI660600,28,9,14,10.73666158,0.759530792,0.125,1.2,2.2,2.7
13EF,PRE0087,PI155329,28,10,14,5.662287206,0.644908616,0.1,0.85,2.6,3.7
13EF,PRE0545,NSL50603,28,11,14,1.502779077,0.793846154,0.1,0.75,1.2,1.6
13EF,PRE0590,NSL55749,28,12,14,5.925044335,0.783251232,0.125,0.95,1.8,2
13EF,PRE0345,NSL51961,28,2,13,8.403394572,0.801670146,0.225,1.3,2.6,3
13EF,PRE0526,PI563006,28,3,13,8.918996334,0.780040733,0.25,1.6,2.9,3.4
13EF,PRE0534,NSL50650,29,1,15,10.30957714,0.782417582,0.2,1.3,2,2.4
13EF,PRE0166,PI276829,29,4,15,9.58406747,0.78313253,0.2,1.7,3.3,3.5
13EF,PRE0516,NSL52295,29,5,15,6.859595506,0.775280899,0.175,1.35,2.6,3.2
13EF,PRE0430,PI267643,29,6,15,4.991791304,0.859531773,0.15,0.9,1.7,2
13EF,PRE0137,PI276788,29,7,16,7.913150305,0.83299389,0.15,0.9,1.7,1.9
13EF,PRE0389,NSL54168,29,8,16,10.6146807,0.79197995,0.2,1.2,2.2,2.6
13EF,PRE0098,PI221625,29,9,16,6.252927273,0.767379679,0.15,1,2.2,2.8
13EF,PRE0279,NSL50595,29,10,16,4.227544186,0.755813953,0.125,0.85,1.4,1.6
13EF,PRE0235,PI267614,29,11,16,6.164,0.705882353,0.125,0.75,1.7,1.8
13EF,PRE0680,PI648210,29,12,16,3.542230366,0.764397906,0.125,1.15,1.8,2
13EF,PRE0435,NSL54588,29,2,15,11.14607257,0.78539823,0.15,1.25,2.7,3.1
13EF,PRE0707,NSL365686,29,3,15,12.26467896,0.733466934,0.325,2.05,3.1,3.3
13EF,PRE0241,NSL52313,30,1,15,5.687456954,0.759933775,0.175,1.5,2.9,3.4
13EF,PRE0497,NSL67916,30,4,15,13.11283179,0.728476821,0.175,1.8,3.7,4.1
13EF,PRE0578,NSL54582,30,5,15,8.406315217,0.824275362,0.2,1.45,2.9,3.5
13EF,PRE0348,PI660601,30,6,15,8.905964331,0.802547771,0.175,1.5,2.7,3.1
13EF,PRE0432,NSL54635,30,7,16,6.364412281,0.785087719,0.175,1.25,2.2,2.8
13EF,PRE0206,PI248336,30,8,16,7.068411609,0.722955145,0.2,1.35,3,3.8
13EF,PRE0671,NSL51603,30,9,16,10.20842754,0.66557377,0.15,1.25,3,3.8
13EF,PRE0329,NSL51691,30,10,16,5.401112967,0.795604396,0.15,0.85,1.8,2.3
13EF,PRE0155,PI276816,30,11,16,3.595434763,0.828442438,0.125,0.7,1.3,1.6
13EF,PRE0472,NSL55670,30,12,16,10.6207082,0.704918033,0.125,1.15,2.7,3.9
13EF,PRE0094,PI217881,30,2,15,7.885384615,0.615384615,0.175,2.05,3.5,3.5
13EF,PRE1117,NSL51952,30,3,15,7.65129771,0.618320611,0.325,2.4,3.4,3.6
13EF,Pacesetter,commercial hybrid,31,1,15,10.41243307,0.734251969,0.2,1.5,2.8,2.9
13EF,PRE0643,NSL51504,31,4,15,8.913913043,0.703557312,0.25,1.25,1.4,1.4
13EF,PRE0467,NSL55643,31,5,15,10.27631111,0.740740741,0.225,1.75,3.3,4
13EF,PRE0028,PI148089,31,6,15,12.33264591,0.800963082,0.15,1.8,3.7,4.3
13EF,PRE1111,PI570708,31,7,16,13.60234585,0.652838428,0.15,1,2.4,2.9
13EF,PRE0830,NSL54779,31,8,16,8.092595,0.6375,0.225,1.75,3.3,3.9
13EF,PRE0080,PI153860,31,9,16,8.18798625,0.778125,0.15,1.15,2.4,3.1
13EF,PRE0161,PI276823,31,10,16,6.459006154,0.813461538,0.125,0.65,1.7,2.7
13EF,PRE1124,PI651141,31,11,16,3.923563342,0.808625337,0.125,0.65,1.6,1.8
13EF,ZMA_5373,PI505739,31,12,16,5.382236757,0.618918919,0.15,0.75,1.8,2.2
13EF,PRE0296,NSL50614,31,2,15,8.654020888,0.804177546,0.175,1.05,2.1,2.7
13EF,PRE1070,PI660630,31,3,15,7.121105596,0.785888078,0.175,0.9,1.3,1.3
13EF,PRE0733,NSL51016,32,1,15,NA,0.785714286,0.125,0.8,1.3,1.5
13EF,PRE0790,NSL50350,32,4,15,5.585963146,0.802247191,0.125,0.95,2.1,2.4
13EF,PRE0704,NSL51876,32,5,15,6.934330686,0.776173285,0.225,1.35,2.9,3.5
13EF,PRE0185,PI285039,32,6,15,7.317636923,0.815384615,0.15,1.1,2.6,3.1
13EF,PRE0394,NSL54222,32,7,16,3.933659794,0.871134021,0.125,1,2.6,3.1
13EF,PRE0459,NSL54612,32,8,16,8.318514833,0.655502392,0.175,1.3,3.1,4
13EF,Pacesetter,commercial hybrid,32,9,16,7.413756398,0.741706161,0.175,1.3,2.8,3
13EF,PRE0564,PI660588,32,10,16,4.520564444,0.738888889,0.125,0.65,1.4,1.9
13EF,PRE0131,PI276782,32,11,16,7.303072043,0.760752688,0.15,1.25,2.4,3.6
13EF,PRE0016,PI147933,32,12,16,11.26420789,0.656612529,0.15,0.8,1.9,2.8
13EF,PRE0112,PI257603,32,2,15,8.358790323,0.717741935,0.225,1.6,3,3.2
13EF,PRE0508,NSL55842,32,3,15,5.330603291,0.853747715,0.2,1.15,2.8,3.1
13EF,PRE0035,PI148104,33,1,17,9.533273973,0.77739726,0.125,1.4,2.7,3.4
13EF,PRE0067,PI152770,33,4,17,7.022091743,0.743119266,0.125,1.05,1.9,3.4
13EF,PRE0156,PI276817,33,5,17,7.486685393,0.81741573,0.1,0.8,2.1,2.8
13EF,PRE0837,PI562839,33,6,17,9.049608917,0.684713376,0.125,1.55,2.9,3.6
13EF,PRE0315,NSL51358,33,7,18,8.21676729,0.806074766,0.125,1,2.1,2.8
13EF,PRE1186,NSL365712,33,8,18,6.276282759,0.797413793,0.125,0.75,1.9,2.7
13EF,PRE0141,PI276792,33,9,18,4.332267857,0.788690476,0.1,0.75,1.5,1.7
13EF,PRE0165,PI276828,33,10,18,4.596928605,0.770685579,0.1,0.7,1.4,1.8
13EF,PRE0550,PI651106,33,11,18,5.373261856,0.731958763,0.15,0.7,1.3,1.6
13EF,PRE0563,NSL51962,33,12,18,6.226947139,0.585831063,0.1,0.7,1.5,1.8
13EF,PRE0006,PI147837,33,2,17,6.38341578,0.831192661,0.125,0.85,2,2.6
13EF,ZMA_5293,PI505720,33,3,17,10.08519918,0.818556701,0.175,1.55,2.6,3.4
13EF,PRE0380,NSL54162,34,1,17,2.133663912,0.76584022,0.15,0.95,1.6,1.8
13EF,PRE0471,NSL55669,34,4,17,8.378709917,0.733471074,0.2,1.65,3.1,3.9
13EF,PRE0126,PI276772,34,5,17,5.817141373,0.827458256,0.15,1.35,2.5,3.4
13EF,Maila,PI505713,34,6,17,5.355982869,0.807280514,0.15,1.15,2.1,2.8
13EF,PRE0292,NSL50721,34,7,18,4.832431461,0.820224719,0.15,1.05,2.1,2.8
13EF,PRE0751,PI586790,34,8,18,5.320709145,0.684365782,0.15,1.25,2.4,3.4
13EF,PRE0066,PI152748,34,9,18,7.693245614,0.780701754,0.125,1.1,2,2.5
13EF,PRE0208,PI291231,34,10,18,5.430691152,0.766277129,0.15,0.95,2.2,2.9
13EF,PRE1156,PI330098,34,11,18,5.3141184,0.784,0.15,1.2,2.6,3.6
13EF,Pacesetter,commercial hybrid,34,12,18,10.63286127,0.75433526,0.175,1.3,2.6,2.9
13EF,PRE0290,NSL50613,34,2,17,4.744695368,0.78746594,0.175,1,1.6,1.8
13EF,PRE0159,PI276820,34,3,17,7.319421091,0.829090909,0.175,1.4,2.7,3.4
13EF,PRE0567,NSL51982,35,1,17,4.925405405,0.75975976,0.175,1,1.6,1.75
13EF,PRE0587,NSL55678,35,4,17,9.541188406,0.753623188,0.2,1.35,2.8,3.8
13EF,Pacesetter,commercial hybrid,35,5,17,14.62563057,0.762208068,0.25,1.8,3.1,3.6
13EF,PRE0520,NSL50649,35,6,17,8.208228261,0.788043478,0.175,1.05,1.8,2.4
13EF,PRE0998,NSL360516,35,7,18,12.49845978,0.652747253,0.225,1.7,3,3.7
13EF,PRE1069,NSL365694,35,8,18,5.032499083,0.743119266,0.15,0.9,1.3,1.3
13EF,PRE0477,NSL55725,35,9,18,5.981619256,0.726477024,0.15,1.15,1.9,2.3
13EF,PRE0403,NSL50797,35,10,18,6.734072862,0.73605948,0.125,0.85,1.3,1.5
13EF,PRE0347,NSL51963,35,11,18,6.613793333,0.783333333,0.15,1,1.8,1.8
13EF,PRE0686,PI648212,35,12,18,2.432133333,0.815920398,0.175,1.45,2.2,2.5
13EF,PRE0049,PI152595,35,2,17,7.451688462,0.798076923,0.125,0.95,1.8,2
13EF,PRE0538,NSL50745,35,3,17,9.552903226,0.790322581,0.2,1.45,2.2,2.6
13EF,PRE0489,NSL55694,36,1,17,5.916883117,0.729437229,0.2,1.4,2.6,3.3
13EF,PRE0589,NSL55693,36,4,17,6.803127721,0.792607803,0.2,1.25,2.2,3.1
13EF,PRE0007,PI147838,36,5,17,5.38282963,0.785185185,0.125,0.85,2.1,2.9
13EF,PRE0951,PI152856,36,6,17,8.637012766,0.808510638,0.15,0.95,1.7,2.1
13EF,PRE0924,NSL55731,36,7,18,5.832440919,0.824634656,0.175,1.4,2.5,2.9
13EF,PRE0586,NSL55712,36,8,18,8.20208338,0.766197183,0.2,1.2,2.3,2.8
13EF,PRE0422,NSL54542,36,9,18,10.14573301,0.75794621,0.15,1.2,2.3,2.4
13EF,PRE0601,NSL50398,36,10,18,4.447665147,0.638436482,0.125,1.1,2.7,3.1
13EF,PRE0090,PI156034,36,11,18,4.072018361,0.809836066,0.075,0.9,1.6,1.8
13EF,PRE1040,PI330897,36,12,18,9.981571574,0.789340102,0.175,1.35,3,3.5
13EF,PRE0256,NSL50448,36,2,17,10.12483385,0.792307692,0.2,1.1,2.2,2.7
13EF,PRE0465,PI155138,36,3,17,9.140699213,0.795275591,0.225,1.8,3.4,3.8
13EF,PRE1108,NSL52327,37,1,19,9.836258477,0.751842752,0.15,1.3,2.4,2.7
13EF,PRE0755,NSL55934,37,4,19,14.31564664,0.679372197,0.275,2.2,3.7,4
13EF,PRE0350,NSL51902,37,5,19,10.05178667,0.809803922,0.2,1.6,2.4,3
13EF,PRE0462,NSL55571,37,6,19,8.752593968,0.733178654,0.225,1.6,2.5,2.9
13EF,PRE0427,NSL54574,37,7,20,8.096632794,0.780600462,0.225,1.15,2.4,2.8
13EF,PRE0211,PI291236,37,8,20,9.146712381,0.704761905,0.2,2.05,3.5,3.6
13EF,PRE0182,PI276855,37,9,20,11.19397033,0.732937685,0.175,1.5,2.9,3.6
13EF,PRE0332,NSL51836,37,10,20,11.83811581,0.772073922,0.175,1.55,2.8,3.3
13EF,PRE0455,NSL54962,37,11,20,9.627478857,0.754285714,0.225,1.7,3.5,3
13EF,PRE0899,NSL55587,37,12,20,6.566349869,0.791122715,0.175,1.8,3.4,3.9
13EF,PRE0562,PI570751,37,2,19,8.210656731,0.713942308,0.25,1.8,3.1,3.7
13EF,PRE1015,PI329719,37,3,19,14.48409903,0.730582524,0.275,2.05,3.9,5
13EF,PRE0252,NSL52261,38,1,19,9.013390685,0.77260274,0.15,1.3,2.7,3.1
13EF,PRE0690,PI267654,38,4,19,6.374220183,0.720183486,0.375,1.95,2.6,2.9
13EF,PRE0719,PI570756,38,5,19,8.44334964,0.779376499,0.325,2.4,3.1,3.5
13EF,PRE0099,PI221651,38,6,19,10.15337143,0.785714286,0.325,1.45,2.4,3.1
13EF,PRE0038,PI148108,38,7,20,10.70238148,0.800925926,0.25,1.95,3.4,4.3
13EF,PRE0366,NSL54178,38,8,20,6.2645,0.75,0.275,1.45,3.2,3.6
13EF,PRE0150,PI276806,38,9,20,12.9846,0.75,0.225,1.95,3.4,4
13EF,PRE0494,NSL67921,38,10,20,6.333265794,0.792523364,0.2,1.2,2.5,2.9
13EF,PRE0344,NSL51959,38,11,20,9.906144081,0.79093199,0.2,1.3,2.4,2.9
13EF,PRE0407,NSL54233,38,12,20,8.145971347,0.776504298,0.15,1.25,2.8,3.2
13EF,PRE0491,NSL55723,38,2,19,9.406644788,0.777992278,0.25,1.45,2.6,3.2
13EF,PRE1215,NSL365720,38,3,19,8.594623729,0.822033898,0.3,1.4,2.6,3.2
13EF,PRE0240,NSL55665,39,1,19,9.057690066,0.748344371,0.15,1.3,2.7,3.3
13EF,PRE0147,PI276803,39,4,19,9.526620106,0.798941799,0.25,1.6,3.1,3.5
13EF,PRE0023,PI148084,39,5,19,18.37238691,0.788870704,0.35,2.15,4,4.8
13EF,PRE0170,PI276837,39,6,19,10.24061398,0.779635258,0.35,2.4,3.5,4.1
13EF,PRE0492,NSL67920,39,7,20,5.835253333,0.819607843,0.225,1.55,2.6,3.1
13EF,PRE0402,NSL54175,39,8,20,11.16704681,0.773049645,0.2,1.5,2.7,3.2
13EF,PRE0454,NSL54878,39,9,20,8.16020198,0.732673267,0.175,1.6,3.1,3.5
13EF,Pacesetter,commercial hybrid,39,10,20,15.71276624,0.728440367,0.275,2,3.3,3.6
13EF,PRE0258,PI651102,39,11,20,6.028696216,0.805405405,0.125,1.1,2.4,3.3
13EF,PRE1494,PI570380,39,12,20,7.021876289,0.776632302,0.2,1.8,3.2,3.7
13EF,PRE0271,PI651167,39,2,19,9.852975824,0.81978022,0.25,1.5,2.3,2.8
13EF,PRE0303,NSL51039,39,3,19,10.48403678,0.738505747,0.175,1.6,2.8,3.1
13EF,PRE0262,NSL50464,40,1,19,11.15457033,0.715311005,0.2,1.75,3.1,3.9
